	PT0	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT17	PT18	PT19	PT20	PT21	PT22	PT23	PT24	PT25	PT26	PT27	PT28	PT29	PT30	PT31	PT32	PT33	PT34	PT35	PT36	PT37	PT38	PT39	PT40	PT41	PT42	PT43	PT44	PT45	PT46	PT47	PT48	PT49	PT50	PT51	PT52	PT53	PT54	PT55	PT56	PT57	PT58	PT59	PT60	PT61	PT62	PT63
PSMD1	-0.4032402	-0.738	-3.5978	0.98145545	-4.507035	-2.7077718	0.8448	-4.6041	-0.8145	1.2720325	-0.1545	-0.3634	1.5164	-1.3511	-2.6582906	0.57925	-2.2770998	-0.5461	2.6081	-1.8457999	-0.9451	-0.64855003	0.56585	0.7658198	3.3888993	-2.3638	-4.4393	-3.6534	-0.16263576	0.72725	2.8076131	-2.6657724	-4.3345	0.1634	-0.2366	-0.1783	0.1861	0.69585	0.036499977	-0.621	-0.042	-0.9403	-1.2263501	-2.2258	0.51485	-0.8258	-2.5066	-1.1475	-2.6679	-0.07334995	1.41885	-0.50665784	0.112900004	0.20060003	-0.36605	-1.7099999	-1.8604	-1.8075967	-1.1100309	-1.633429	-4.5923	-3.7391	-1.7459	-4.2905
AR	4.6887197	3.3158	3.882	-0.54531753	0.1669937	4.523155	-0.9252	3.2298	-0.66205	-0.14238495	-1.6001	2.1406	0.1279	-0.54760003	-1.3509952	1.29595	0.29505002	0.1385	-0.0631	-0.5584	1.2521	1.54865	3.0493002	-1.2837645	0.9539461	0.0171	1.7498	-2.3225	1.8468132	0.81155	0.70031935	0.44257882	-1.6945	-0.6	-3.5304	0.169	-3.3208	2.1919	2.23315	-0.7716	-4.4284	-1.7087	-6.4342003	-4.9635	-3.6342	-3.26155	2.6741	-0.8021	-0.9829	-1.76695	-2.52895	-0.9098544	1.74245	0.76100004	2.33375	2.93275	3.6422	1.5566896	0.35189927	1.0086682	3.5008	1.1377	2.9872	2.3129
TMEM127	2.113769	0.2667	2.9348	1.3279132	1.7696502	0.3926026	1.2879	-0.3323	5.3352	0.9615502	-0.9903	1.0387	4.7489	1.4439499	1.1123434	7.1357	2.15295	2.0927	-0.5007	2.18665	-0.1259	3.2701	0.19434994	1.9452488	0.029671304	0.1198	-0.6731	0.2175	0.8236705	1.78845	1.3779066	1.05874	-3.0598	-2.9831	2.2498	-0.6695	6.0491	3.8112497	1.0964999	1.3503	3.8589	5.0083	0.7817	0.823	-0.83825	0.38090003	1.4066	-3.6286	1.8420999	2.0005	2.3058	0.15949625	3.3921	2.0147	3.8043	3.11185	4.204	2.824547	1.2287354	1.6243098	-2.0346	2.5535	4.2048	1.0989
ABCA5	-1.140737	2.8428	2.2106	2.6119602	1.1748497	1.2532761	-1.5306	6.9594	1.91555	-2.7513714	-0.8734	1.5886	-1.3574	0.86284995	2.838877	5.2061	-1.73635	-1.1769	0.6617	0.64865005	2.4876	0.39985	2.1219	3.2805305	1.4250368	-0.8316	2.9148	4.3131	3.6981726	-0.2485	1.53858	-0.064517334	0.5539	-0.1182	-2.6069	-1.1713	-1.2754	3.90455	-0.48645002	0.3872	-2.0973	0.597	-0.66595	-0.1344	-2.86065	-2.45875	1.0395	2.7955	-2.5635	2.0006	4.25565	0.81641734	1.8419499	1.6961999	2.2964501	3.324	1.25685	0.14288662	-0.4672981	-0.26651537	-0.4362	-3.576	0.041	-3.1923
GNRH1	3.3431141	5.0858	6.8328	2.826582	-0.28906393	4.430089	3.2017	6.6794	3.5713	0.72743654	-1.3406	1.4699	0.5627	1.61135	1.1097784	4.0696	2.56905	0.275	1.2789	2.10465	1.9037	2.7289	4.5928497	3.2425144	0.16483204	-0.3322	2.209	0.4011	1.3566355	3.8542	-0.124780655	2.280823	-1.5673	-1.2128	0.976	7.678	2.4693	4.7049503	5.60905	0.0766	6.23	2.3302	2.48435	3.7102	1.30385	3.2210999	-0.1256	2.3507	3.7799	5.4094	2.48265	1.8240739	2.6679502	2.93075	4.3508	3.9302	4.11915	-0.10597743	-0.019283265	-0.39011738	-0.2755	2.0238	2.8113	0.2692
LY9	2.3211994	2.6734	3.4407	1.9106556	-0.03948848	4.2710752	1.9583	5.7639	4.0601	2.395819	-1.9109	5.4172	0.5776	2.08195	2.5630574	7.02155	4.23935	-0.0289	1.8879	2.21245	1.1776	3.4900498	2.3307	4.0444603	0.5285925	-1.3547	7.2867	2.5965	6.6198893	2.6859999	0.8221307	2.455599	4.1483	-1.7542	3.5386	4.6561	0.0514	2.97905	1.6074002	-1.9476	4.9235	0.1796	0.23349988	3.0382	0.87845004	3.5594	1.9873	2.9362	4.516	2.3771	2.23185	1.79418	-0.21895	-0.86955005	-0.93825	-0.91205	1.24885	-0.51620185	-0.8565616	-0.396497	0.9005	1.6858	2.3183	0.1125
CD300A	5.263089	2.3971	2.1331	-1.0917572	0.25186938	2.4534738	3.2343	2.634	3.42845	1.0040011	-1.8165	0.5417	0.5947	0.46925	0.89052564	-1.4065	1.2523501	1.45	4.9166	1.6297	1.2354	2.5354	3.96755	-0.2529698	0.3927568	-0.4468	1.1515	-1.2229	-0.47749206	2.96265	1.6877575	0.15201068	0.2993	0.6867	1.7525	-1.6509	-1.8522	0.8425	1.9624	-1.3223	3.2136	-3.1275	-0.35335	-1.1959	0.09435004	1.35485	1.5388	1.9868	0.20850003	1.53055	-0.74765	-2.3825276	0.44309998	0.91225004	2.65445	1.5994499	1.8848	0.9863637	-0.9114551	1.1202173	6.2724	0.4972	3.3456	-0.413
GPR65	3.6108532	2.6086	3.7993	0.46239996	0.8264617	1.9772048	0.8272	4.4317	1.53595	-1.8761597	0.2871	1.3929	-2.0081	0.64320004	1.9428346	0.72435	1.45055	2.1838	0.3445	2.45975	3.1038	-1.128	2.2631001	0.33457053	-0.555093	-1.3742	-0.2681	-2.0835	-0.81574976	3.5739498	0.76969856	2.934973	-2.0285	0.5648	2.1995	-1.2244	1.5851	-0.72125	2.6393	1.8213	0.6602	-2.3642	1.043	2.8791	0.18814999	2.07105	1.124	3.1901	3.4985502	2.56085	-0.031900004	1.5069981	1.2696	0.7017	1.85035	3.4498	2.9282	-0.15563259	0.2675163	0.5974049	0.9477	-0.1738	5.8395	0.6723
LY86	2.6715665	3.3898	2.2315	0.5437716	0.6661322	2.2487543	-0.0373	5.5102	5.19455	-0.07198739	1.2048	-0.9474	0.8184	2.17325	-0.26480764	2.8597498	0.7002	1.5743	-0.4041	2.8010502	1.7486	0.75165	-0.5256	0.19780478	-0.6175168	0.936	5.3894	-0.4208	-1.5627501	-0.8895	-0.5412109	0.08865133	0.912	-0.6672	-1.8406	-1.8032	-2.5766	1.0972	2.74435	2.6107	0.4478	-1.1124	1.9709	5.4052	3.3374	3.83215	0.9003	4.8171	2.3280501	2.9524	2.3982	-0.363164	-0.60545	-0.6825	0.4921	0.4704	1.40645	-1.1644632	-0.7573905	-0.9002826	6.2396	1.675	2.8342	1.9605
FUBP3	-2.1302283	-0.5654	-1.6954	1.239624	1.3441641	-2.5154126	-1.205	-4.5403	-4.02	-3.0074313	0.4141	0.7232	-4.3117	-0.6784	-4.797313	-0.92210007	-1.8085	0.0194	0.9378	0.5312	-0.1529	-5.0458	-0.9748	-0.5332614	0.16848984	0.5417	-1.361	-1.7248	-1.3161376	-0.9316	0.7498585	-4.233323	-1.3983	-0.6167	-2.8502	-3.068	-1.323	-2.68205	-3.0192	0.9643	-6.0956	0.5432	2.44605	3.957	1.4404	0.3175	0.7205	-5.3982	-3.9636998	-5.09645	-2.64995	-0.42206222	0.49890003	0.58675	-0.35675	0.45205	1.88485	-1.1720465	-1.1668937	-0.95135665	-5.5535	1.771	1.4212	1.1067
BRF1	0.09492257	1.0607	1.8055	3.8757946	0.9098233	0.99558264	-0.0767	5.2991	1.3645	0.22729774	-2.0095	-0.0897	4.2193	2.8387	3.273327	4.1606503	0.3537	2.0338	-0.938	-0.28535	1.6941	-1.16545	-1.57865	2.5621843	-2.8715975	2.7035	1.3252	3.34	4.4919667	-1.961	-3.0720448	0.83912235	1.3983	-1.5228	0.351	4.7239	3.7079	4.5064497	2.28575	-0.2991	3.3769	-1.8544	5.54845	-2.2559	2.0854	5.38195	2.2125	4.3532	4.1950502	4.61195	2.4886	0.9781258	2.08305	1.8996	2.1346002	3.32	2.9227	-0.57629585	-0.16507581	1.1129293	-3.3432	0.5572	-2.1921	0.153
TBC1D5	-1.745016	-3.2062	-2.5797	1.5104002	-2.0947707	-0.07251218	-2.1163	5.4468	5.35345	3.4569442	0.5149	-0.078	6.5738	5.3448496	4.3980994	2.2328498	0.4865	1.3925	1.5341	-1.90855	0.2607	4.9075003	-1.8007	3.2872667	1.5555705	-1.5389	7.242	1.1476	4.7178545	-0.41560006	0.72219396	4.432646	0.491	0.3658	-0.4316	6.02	-0.5305	-0.65185	-0.4662	0.0055	3.9859	1.4786	-0.3367	-1.2875	0.09074998	0.2085	-0.3072	-0.37	1.05015	-0.81764984	1.3324499	1.3162177	-3.4386	-3.26225	-4.19855	-3.40415	-3.6169	-1.3198655	-0.55392796	-0.9625919	1.3629	0.2798	1.2335	-0.4363
NR2F2	-2.7888575	-3.0276	-4.4251	-0.94580376	-1.9538463	-3.297409	-4.2481	1.1028	-2.6732001	0.45876962	2.4728	-5.009	-1.8466	0.51739997	0.33470213	-2.5752	-0.2149	-0.0337	-1.1545	0.66555	1.0666	0.42180002	-5.2510004	-0.02987793	-2.304033	-0.3775	1.5393	0.0325	2.7509933	-5.26585	-2.6914651	1.1501812	0.7556	1.0612	0.4798	0.2318	-2.1519	-4.30095	0.69465	-0.2076	-2.1971	-1.4354	1.4619501	0.5942	0.45604998	2.69975	-2.8788	-2.1562	-2.2687001	0.63360006	0.09295	-1.9891832	-3.56665	-5.45785	-6.48595	-4.0127997	-5.6076	-1.9969946	-2.3257222	-1.3161863	2.0753	-0.1039	-0.1597	2.9696
ZCCHC4	1.7902408	2.6127	2.5117	3.8221607	-0.11137959	1.272463	2.9256	5.2323	0.26745	-1.121602	-0.4263	1.4507	0.1989	1.95685	2.669156	3.7658	5.15345	-0.4683	1.195	2.8006	2.7873	1.8302	3.6053998	3.7862256	0.62045765	-0.6652	2.4545	4.1536	3.347836	3.05035	-0.10810639	0.48995477	-0.1331	-1.8184	-0.9586	3.7232	3.8144	7.00695	5.1879	-1.404	2.551	1.7392	0.80834997	1.9236	0.42444998	1.3565	1.3787	2.3636	2.7917001	3.7517998	4.62885	0.757447	-0.71545	0.95960003	0.4326	2.2621	0.26665	-0.15160581	-1.9750307	-0.96482265	0.4525	1.8694	1.9132	0.5505
E4F1	3.1891627	2.7946	4.7037	2.3942251	-0.096944354	4.331417	4.2955	2.106	0.73195004	1.723951	-2.1531	1.0721	-2.2156	1.05575	2.6581028	1.09725	1.5957999	1.0258	-0.8319	2.1136498	2.6347	-1.34735	1.20595	1.3211195	-0.62892234	1.8657	-0.8055	3.5316	0.73372316	0.41270003	-1.5773749	-0.9100076	0.3529	-0.6147	1.1662	5.1958	4.9858	2.6630502	1.9101	-1.2918	1.4319	-0.6888	-1.0832	-0.9287	-1.1731	-1.2096	2.678	0.0365	0.81084996	1.68815	0.32275003	0.97937405	1.1003001	1.7091	3.03475	1.81765	2.2518	0.9963271	0.6907122	-0.002084151	0.9888	1.0077	3.0075	1.0067
SUMO1	3.116375	3.2676	2.563	-1.3550452	-0.8014585	3.10502	2.406	-3.1437	-2.48925	-0.050007783	0.4401	2.125	0.1454	0.33885002	-1.1482605	-0.49580002	-1.0893	0.5325	2.1813	1.58015	0.4045	-2.03225	4.6134	-0.16298673	3.3845065	-0.3693	-9.0451	-3.2623	-1.6247209	4.3044996	5.5032463	-1.1877869	0.2771	-1.6095	-0.3139	-4.6694	-3.2796	-1.6862999	-1.0946	-1.3755	0.6925	-4.6893	-2.3952	-2.7076	-0.20985001	-2.8717	-2.039	1.8461	-1.99405	-0.60690004	-1.6632	-1.8943793	-0.47400004	-1.31945	-0.29775	-1.3770499	-1.44155	-0.6976204	-1.2065921	-2.3136926	-2.5457	-3.6162	-1.3165	3.8282
ANXA7	-1.430258	-5.4213	-5.8383	-1.1903582	-6.1449966	-3.4619117	-3.4167	5.0442	-6.7481003	1.0694749	1.3718	-0.1818	1.2095	0.37105	1.2877656	-3.19715	-0.41104996	-0.6178	0.899	-4.211	-0.5208	1.9077	-2.8814502	-6.7277174	0.6384081	-2.0433	-2.3194	4.9293	1.4356084	0.57415	1.3795187	-7.0701327	-4.0651	1.8791	-1.8252	-0.5599	-3.245	0.086650014	0.6816	0.3487	-0.47	1.1527	-4.1264	-1.1769	0.18385	-1.0153999	-2.119	-2.0578	-0.68575	-3.26705	-0.46240002	-0.43641585	-6.8107996	-7.1237497	-9.3298	-9.42315	-10.0	-4.60205	-3.7097502	-3.2176712	-0.1003	-4.9751	0.2327	-0.1628
HRK	3.8890305	7.1604	6.4289	1.5905218	-0.116544604	4.2454433	3.0481	0.1419	-0.31984997	-0.13572308	-1.6223	-0.6314	-5.3235	1.43065	-0.16226877	1.4068501	-0.36355007	2.4759	0.8596	2.0716	0.054	0.2232	3.94045	0.43723357	1.7568129	-0.5708	4.5249	-0.252	-2.0268247	4.9329996	0.35196626	2.6563246	0.1293	0.218	-2.5916	3.8496	-0.6254	-0.983	-1.1393001	0.2689	-2.04	-0.6334	1.8024	-0.2989	1.4629999	-1.95655	0.8875	-2.6409	-1.22665	-0.6143	-0.40605003	-2.064773	2.26725	3.1859002	4.3706	1.57505	3.3243499	0.55603963	0.71809936	1.0922502	2.5544	1.3644	0.7406	0.2614
RIMS2	2.6769276	3.5324	0.7014	0.4264517	1.6625164	2.2240171	2.323	2.812	3.8464	-1.6756127	-1.4295	-2.5936	0.6488	1.9159	1.2127646	-0.13029993	-2.14015	1.1502	0.334	-1.02945	0.525	1.5869999	2.56995	0.0044976473	1.126872	1.7608	2.5808	1.4725	0.46491647	1.9958501	0.36013865	1.6141365	-1.3593	-2.1383	-1.7371	-0.4188	1.8268	1.4674	0.67135	-0.0206	-1.5785	0.4626	-2.95685	-2.4863	-5.6373	-0.369	-1.3113	0.5798	-0.25855002	3.27075	1.0241001	3.3260915	1.8591499	0.7623	0.8672	1.7988	1.79385	0.45060214	1.030703	1.250258	0.4832	1.7565	1.1468	2.6168
GOLGA2	0.25184566	-0.6634	1.8897	0.9513359	0.55392224	2.4946616	1.1948	-0.0762	0.91025	0.69515026	-0.2674	3.1591	-0.0901	3.97515	4.2288494	-0.93369997	2.1964002	-0.997	1.6787	2.90395	-0.3743	1.0268	0.9491	0.08759642	0.32921305	0.4163	0.4488	1.9451	0.8296958	-0.10149999	0.71957386	0.95827496	-1.3959	1.2235	-0.0847	5.2892	6.3918	-0.13139999	2.946	1.5096	2.7339	-0.9337	-0.88455	-7.4046	-1.3329501	0.70805	2.5151	5.2657	0.61375004	-1.36325	-0.94795	1.9813387	0.351	0.31285	0.5705	2.5166502	-0.3341	0.9156566	0.90499383	0.07181235	9.4021	0.6466	-3.2493	-1.0298
TNFRSF17	1.1449897	2.7974	3.303	2.6362834	-0.870046	2.033817	1.3879	4.0573	1.8973501	-1.4705999	-1.7106	0.7916	-0.1988	1.2332499	3.0062315	1.54865	4.1241503	-1.3802	-1.0043	1.8936	-2.2306	0.51805	3.1538498	1.6860149	-0.6712322	-0.8668	4.3504	0.2498	0.9087367	2.40375	0.3144408	1.6061184	2.818	-0.092	0.5616	-1.2827	0.4549	5.3737497	-0.64019996	-0.6505	-4.0464	1.0039	0.98074996	2.45	0.02910006	3.06445	0.5785	2.8026	1.73825	0.51594996	2.8627	0.9242141	-0.05009997	1.7953501	1.9123	1.44495	2.71055	-2.3781757	-1.399616	-1.3529084	-5.3418	3.7277	2.0451	0.0502
FGFR3	3.0826888	-0.4788	-0.6745	6.4764113	-0.048775896	2.9184318	5.6414	5.3147	-1.9663	1.1710497	0.9564	-0.3402	1.4285	1.7516	2.751323	1.9277999	-1.8466499	0.6063	1.1209	4.6756	1.3384	-0.95210004	3.85325	3.4781945	2.0920696	-0.812	-4.3646	1.3554	1.6179155	4.1592	2.8273172	1.1655432	-1.0054	-2.3957	6.1419	0.4422	7.4049	1.4547999	0.67684996	4.8464	0.6369	-1.3638	2.848	2.1088	4.6671495	3.6217	2.4333	-0.554	3.8794498	2.8253	2.99305	2.046908	1.36095	1.21585	3.61485	2.18945	2.5116	-0.036793202	-0.20509256	0.5330128	1.2646	-0.2859	1.9561	10.0
NOC2L	1.2149487	0.9552	1.6846	-0.8377316	-0.084211804	0.9960135	-0.3194	2.8414	-2.41965	-1.2868959	-0.7229	-0.3384	1.323	-1.77165	0.41237256	-3.8232498	-4.5027	3.3878	1.1912	-0.9202	1.508	-3.0617	1.6082	-0.90130645	3.3319347	0.4794	-2.6991	-1.4537	-3.6606586	2.105	4.2134633	0.30194426	0.8849	-1.6847	0.3423	-0.6155	-2.4696	-3.47435	-1.4053	-0.1135	-2.8069	-1.9623	1.6001	-3.7914	-0.17515	0.88549995	-3.3478	-2.3677	2.1803	-1.76695	-0.2202	-0.12034106	0.95019996	1.70355	0.08320001	0.23570001	1.7556	-0.19492644	0.5140525	-1.0395092	-4.3606	-0.6199	-2.4945	1.7302
KLF10	-3.2500753	-3.2606	-0.7744	-0.11927192	2.8356028	-2.6191056	0.2527	0.5269	-0.22520001	-1.6291368	-1.5291	2.6704	-1.5114	0.5345	1.5596879	2.6399002	-0.5279	2.6998	-0.8662	3.70795	2.2437	-0.09719998	-4.7897997	0.49149454	-1.6363308	2.3407	-0.9595	8.5573	-0.9329841	-1.99	-0.97436905	2.2402554	0.2048	-1.1632	0.2979	0.0169	2.4946	1.59865	0.08035001	0.5698	-5.3519	-1.9455	-5.8862	-6.1197	-5.31855	-4.9116497	0.8824	-2.7831	-0.041499972	-1.8041	3.7331	0.23657028	1.5177499	1.91595	2.3014	2.55205	1.6484001	-0.440445	-1.4113357	-0.34359363	2.9779	1.845	-0.8521	1.3883
ST18	3.4925418	5.391	4.3059	-0.313849	1.3767258	4.4198456	3.436	1.2922	-1.73745	-0.7152976	-0.9252	-3.3468	0.4637	-1.25685	0.2200039	-0.439	0.93439996	-0.1373	3.349	1.1307999	-0.9159	3.33425	3.9598002	0.9253728	2.3102767	-0.4823	-5.4069	-2.7016	-1.2530086	5.2454	1.8500426	-0.9138955	-0.2078	-1.3157	2.7781	-0.4373	-2.9274	1.65695	1.864	0.9638	2.4042	-3.6094	0.5518	-2.5145	0.13224998	-0.3625	1.0161	1.9589	0.35715002	-0.3495	-1.1701	-1.188643	3.3999	3.15085	4.5153	4.30435	2.9684	2.1964898	1.1448867	0.89546615	0.7673	0.4048	5.4606	-0.1511
DSCAM	3.1061773	4.0567	4.1309	4.4617405	-0.018457182	3.1333761	3.4453	2.4281	3.1841	2.6362622	-2.4026	2.8476	2.1323	3.11695	1.855524	6.1197	3.4713998	0.9807	1.0507	1.74885	1.6388	2.93575	2.05725	3.6845093	0.32316548	-0.7743	1.5269	3.8055	4.510848	-0.1805	0.3305824	0.62317944	1.3865	-1.3568	1.5965	6.5793	1.786	5.034	2.9056	-0.8607	3.3868	-0.4542	3.5266	0.5944	1.6414499	4.89555	0.188	2.3769	3.8446	1.57335	1.97145	1.3447491	0.6437	0.79859996	0.19045001	-0.26084995	1.4793999	-0.7572603	-0.6153984	-1.0459131	5.4928	-1.748	2.953	1.1303
CAMK1D	3.4005337	3.4797	2.7306	2.5844188	-1.8136137	3.8444104	3.1811	0.4708	1.24345	0.21831656	-0.6387	-0.0952	3.1912	1.7256	0.63028157	4.5917997	4.7318	1.2608	3.6675	2.3204498	0.6796	2.4825501	5.0938997	3.1956923	0.835443	-2.4129	2.367	3.78	0.53286743	3.6685	0.986213	1.5850571	-0.7933	0.5637	3.1657	4.8532	-2.0725	5.5629	3.14635	2.4776	2.0564	1.2933	1.1617	1.1397	0.79499996	1.85675	2.8104	2.6932	1.18625	1.4486	1.1302	-1.9396708	2.52265	4.1353	5.0875998	2.9998999	4.2777	0.38379443	1.0486647	0.71893615	0.8741	3.5442	1.5056	0.932
CYP4F3	2.787704	2.9285	3.2623	2.9968255	0.14319211	1.8428707	2.1427	5.273	-1.166	1.0793271	0.6358	2.1072	1.533	1.3240501	0.6147578	1.28685	-1.95955	0.2403	1.7367	-0.05435002	-1.003	3.66995	1.9402499	5.0193734	1.2933753	-0.2387	3.4044	-0.6876	2.8885255	1.39955	0.1325021	2.1112535	-0.2688	-0.7355	-0.891	3.2934	1.5381	0.73339987	4.83195	4.8942	2.1051	0.4815	6.9784	4.7621	6.64135	4.29905	-0.2617	0.0098	4.1703	3.64915	2.8038502	-0.4544401	0.010499984	-0.22214997	0.87185	-0.70269996	-0.6262	-0.48159975	-0.400937	-0.3514589	5.7232	2.7625	2.4583	0.2351
ZNF335	1.3650237	3.4521	3.0733	1.7488357	3.0951734	3.308343	2.0324	9.4378	0.39809996	-3.5731058	-1.4207	2.0494	0.6382	2.1016	2.3434734	6.0165997	0.22334999	3.8578	1.2109	0.9463	2.6605	-2.9552	1.8466	0.9728238	2.2672937	1.6819	-1.0999	8.7956	-0.49912927	1.4965	0.8068936	-2.4156938	0.6833	-0.8067	0.0388	2.0151	2.2605	-0.14889999	-0.30815	-4.2063	-1.7093	1.0736	1.61225	1.8035	4.2074003	3.59185	1.9447	1.5573	0.8085	2.2274	2.0453	1.153509	3.6562	3.2159	3.4963002	2.06385	3.9825	2.9311128	1.9745369	3.4379015	2.0559	0.1436	1.3781	2.0553
SLC9A1	2.1661437	4.1535	4.5458	3.0369534	4.3217096	3.377314	2.223	4.1771	2.6018	0.0138438605	-2.5565	3.6919	4.8999	1.8777502	0.6695489	3.7105002	1.6830001	2.9282	-0.4198	1.7811	1.389	1.07665	-1.8362501	2.4163558	0.06817882	0.8695	1.2607	4.8427	2.3804069	-0.46220002	-0.9538057	4.228352	0.6289	0.5727	3.9168	2.9897	5.6813	3.0787	0.61595	1.4934	1.3469	1.5668	2.2971	2.1578	2.6812	4.26645	-1.5908	-1.2133	3.2475	1.3779	2.4927502	0.1991147	3.40635	2.3282	2.27235	3.68925	4.3928003	4.3693113	2.6937337	4.9315414	-1.2214	0.1138	-0.537	1.2852
DDX49	0.3188344	2.3479	1.4718	-3.8264878	0.7783561	0.41949904	-4.9091	-6.9949	-2.13655	-2.9136314	0.8501	0.3942	-2.2064	-4.4452	-3.1893475	-2.6935	-2.15255	-0.4102	1.9577	-2.4212499	1.4607	-2.2282	-0.5504	-3.7533212	0.57328254	1.7629	-2.797	-3.2405	-3.2416503	-0.7279999	-0.18353394	-3.3422291	-0.5312	-1.0523	-3.0847	0.1753	-2.5389	-2.8379002	-2.9851	-3.7131	-1.324	-1.1712	1.0819	-2.787	1.2767	-1.4259	-2.1691	-1.7219	0.13265002	-1.94975	-2.29365	-2.316279	0.6347	2.6539	1.13975	2.1835	1.2782	1.3098471	2.079388	1.260041	-1.9363	2.5279	-3.2224	0.2538
PIK3CD	-0.9680184	-0.5491	-0.6793	-0.49750167	0.28792042	0.9149506	1.5862	4.8252	2.9949	0.9359805	-1.1459	2.9541	-1.7006	1.36885	-0.59535664	1.0866	2.2392	-0.9589	-0.1726	0.04095	0.8022	0.29874998	0.77664995	2.9340563	0.5409086	0.1073	-2.0162	-1.687	-1.974359	0.6279	-0.9613674	0.4840944	0.649	-0.7493	-0.1559	0.9354	-1.6253	5.8254004	-0.62335	5.0866	4.4201	-0.0361	3.64075	2.4402	4.76325	1.26185	1.7851	-1.9239	-1.41645	0.43944997	-0.8574	-3.1282475	4.15705	4.19355	5.16175	3.0408	4.3452	2.2393613	1.65002	1.2879388	0.7258	0.4224	0.972	0.8898
HSD17B14	0.09252149	1.6771	1.1577	3.0983486	2.9133358	0.7057698	-1.6813	-1.0568	-0.22765002	-1.3271781	-0.9788	1.8456	2.1202	4.51125	4.6422143	0.58695	2.1213	-1.3591	2.8906	-6.32955	-1.7731	0.082949996	2.6528502	4.5548534	0.9261362	3.5268	3.0261	-1.0086	3.346616	1.2997501	0.3883602	-1.1465043	-2.6135	0.276	1.6467	2.4973	0.1186	2.0845	2.426	6.5166	4.8107	2.773	1.9275	0.9903	1.0418	-2.36725	-1.023	1.0209	1.42505	4.2949	3.68005	0.12408565	2.6682	2.0141501	1.6800001	0.42909998	1.57635	3.7520008	4.0764327	4.2238216	-1.7511	1.3053	2.8719	-1.6904
CHP1	2.09198	1.5462	2.9569	6.6476216	0.08706015	-1.684768	0.3573	1.9503	4.94345	0.027821772	0.8641	10.0	10.0	3.7565	6.450707	10.0	5.2897	-2.7924	3.1781	5.47465	3.2354	1.7954	1.2465	8.038173	4.01415	-0.3846	-1.4209	-5.7147	2.247283	0.64435	2.450451	-2.065803	3.2213	-0.1182	0.8432	-1.3579	-0.2811	-1.6867499	-1.4504	-1.6071	-0.8222	-0.5967	-0.898	5.2704	-1.9363	-0.13705003	5.6023	3.0766	-0.76185	-0.39915	1.1528	3.7900877	1.51915	1.5276	1.5097	2.8244	0.4623	1.4558794	1.5751212	2.0706482	2.3102	3.2797	-2.1484	0.0623
CAST	3.873571	6.0562	5.9237	-1.8275938	2.4679518	4.026186	1.7296	-4.7271	1.88915	0.41734758	-1.0193	-0.1163	0.1805	-10.0	-7.691066	-4.47625	-1.8082999	1.3846	2.7541	1.58545	-1.9244	-8.2964	5.0112	-4.805035	2.800865	-1.789	-0.6157	0.0	-0.6201066	3.12275	2.4154541	1.0871316	0.5527	0.3983	-4.0397	0.2522	-0.0552	-0.07354987	-10.0	-10.0	-4.9927	0.6855	-0.7562	-10.0	-0.59115005	-1.1599	-0.5734	-5.5656	-4.09895	-9.528	-1.0673	-0.47226402	0.66435003	-0.53410006	-0.030299991	-0.40165	-1.29585	-0.6786214	1.3756558	0.46231988	3.5852	-0.2475	2.6041	0.325
PRKCH	4.4204507	6.7137	1.4964	4.5137486	0.24329731	5.579143	6.1308	10.0	6.25385	4.231857	-0.9867	0.3805	3.7018	2.4611502	4.370316	5.86545	3.0476	2.8754	-0.9799	2.9566002	0.4527	10.0	1.36985	3.3450825	2.9400141	1.2526	-3.2994	6.0335	6.6151705	5.6038	0.48286182	5.22823	2.3473	-0.2759	-0.1687	0.156	10.0	3.216	8.74045	-0.6236	10.0	10.0	10.0	10.0	9.6719	10.0	-1.1769	2.3703	2.0832	1.80625	3.48765	6.472888	2.7526999	3.00485	1.8995999	0.98275	3.7961497	3.121736	-0.6146917	0.8366398	3.8717	2.6365	1.4319	0.3306
PRKAR1A	0.9874432	-0.7111	-3.2447	-4.280633	-2.8613281	-2.6028736	0.4646	-6.1498	-4.5433	-2.4211292	-1.4034	-0.8419	-2.788	-3.25525	-2.9406033	2.37375	-2.21485	-0.9331	1.3669	-0.5194	-1.0444	-3.90505	0.25444996	-4.3330264	1.3267312	-0.6029	-4.259	-3.0612	-5.1302333	-0.84385	2.3599489	-1.6118813	1.7963	-0.0261	-0.7233	-0.9988	-10.0	-3.39475	-1.68995	-2.1047	-2.6391	-3.2539	-7.03675	-1.6697	-3.397	-4.12605	-0.0518	-1.1292	1.17015	0.44580007	-2.7858	-1.0807041	-1.79385	0.54015005	-0.42944998	-2.4503999	-2.8411498	-1.7356702	0.21182321	-0.04125023	-2.7413	-2.3165	1.5912	-0.5637
